Time (s),ax_body (m/s2),ay_body (m/s2),az_body (m/s2),wx_body (rad/s2),wy_body (rad/s2),wz_body (rad/s2),x_actual (m),y_actual (m),z_actual (m)
0.11900000000000001,1.0628453301162668e-16,2.7513956078228863e-34,3.883840160619842,-2.6606365528016375e-34,9.25185853854297e-17,-2.1848476626039252e-52,3.6284365558212016e-19,1.512154448847709e-36,2.0304554504794665
0.12,1.0719267201946226e-16,2.830164110640019e-34,3.878093367126583,-2.6606365528016375e-34,9.25185853854297e-17,-1.6885713510016134e-52,3.7200995384669314e-19,1.5640152183578843e-36,2.030955296347161
0.121,1.0810081447963448e-16,2.9089329128996243e-34,3.872309258572022,-2.6606365528016375e-34,9.25185853854297e-17,-1.1922950393993164e-52,3.8132812380738506e-19,1.6171719664472868e-36,2.031459011613265
0.122,1.0900896041753797e-16,2.9877020168043293e-34,3.8664875604758198,-2.6606365528016375e-34,9.25185853854297e-17,-6.960187277970164e-53,3.9079936567751346e-19,1.6716424469895043e-36,2.0319665904371473
0.123,1.0991710985872146e-16,3.0664714245701393e-34,3.860627996690241,-2.6606365528016375e-34,9.25185853854297e-17,-1.9974241619471045e-53,4.0042487816068763e-19,1.727444394515941e-36,2.032478026940173
0.124,1.1082526282888726e-16,3.1452411384263745e-34,3.854730289408572,-2.6606365528016375e-34,9.25185853854297e-17,2.9653389540758954e-53,4.102058584370894e-19,1.7845955240356505e-36,2.032993315205423
0.125,1.1173341935389027e-16,3.2240111606155836e-34,3.8487941591742736,-2.6606365528016375e-34,9.25185853854297e-17,7.928102070098806e-53,4.2014350214963203e-19,1.8431135308535096e-36,2.033512449277415
0.126,1.1264157945973715e-16,3.3027814933934945e-34,3.8428193248908915,-2.6606365528016375e-34,9.25185853854297e-17,1.2890865186121984e-52,4.302390033899963e-19,1.9030160903867292e-36,2.034035423161821
0.127,1.1354974317258529e-16,3.381552139028891e-34,3.8368055038327338,-2.6606365528016375e-34,9.25185853854297e-17,1.7853628302144865e-52,4.404935546845434e-19,1.964320857979684e-36,2.034562230825185
0.128,1.1445791051874171e-16,3.460323099803544e-34,3.8307524116563716,-2.6606365528016375e-34,9.25185853854297e-17,2.2816391418167865e-52,4.509083469801042e-19,2.02704546871706e-36,2.035092866194636
0.129,1.1536608152466207e-16,3.539094378012118e-34,3.824659762412926,-2.6606365528016375e-34,9.25185853854297e-17,2.7779154534190954e-52,4.614845696296436e-19,2.091207537235304e-36,2.0356273231576028
0.13,1.1627425621694916e-16,3.6178659759620394e-34,3.818527268561242,-2.6606365528016375e-34,9.25185853854297e-17,3.2741917650213954e-52,4.722234103778004e-19,2.1568246575323686e-36,2.036165595561524
